"tBodyAcc-mean..-X","tBodyAcc-mean..-Y","tBodyAcc-mean..-Z","tBodyAcc-std..-X","tBodyAcc-std..-Y","tBodyAcc-std..-Z","tGravityAcc-mean..-X","tGravityAcc-mean..-Y","tGravityAcc-mean..-Z","tGravityAcc-std..-X","tGravityAcc-std..-Y","tGravityAcc-std..-Z","tBodyAccJerk-mean..-X","tBodyAccJerk-mean..-Y","tBodyAccJerk-mean..-Z","tBodyAccJerk-std..-X","tBodyAccJerk-std..-Y","tBodyAccJerk-std..-Z","tBodyGyro-mean..-X","tBodyGyro-mean..-Y","tBodyGyro-mean..-Z","tBodyGyro-std..-X","tBodyGyro-std..-Y","tBodyGyro-std..-Z","tBodyGyroJerk-mean..-X","tBodyGyroJerk-mean..-Y","tBodyGyroJerk-mean..-Z","tBodyGyroJerk-std..-X","tBodyGyroJerk-std..-Y","tBodyGyroJerk-std..-Z","tBodyAccMag-mean..","tBodyAccMag-std..","tGravityAccMag-mean..","tGravityAccMag-std..","tBodyAccJerkMag-mean..","tBodyAccJerkMag-std..","tBodyGyroMag-mean..","tBodyGyroMag-std..","tBodyGyroJerkMag-mean..","tBodyGyroJerkMag-std..","fBodyAcc-mean..-X","fBodyAcc-mean..-Y","fBodyAcc-mean..-Z","fBodyAcc-std..-X","fBodyAcc-std..-Y","fBodyAcc-std..-Z","fBodyAcc-meanFreq..-X","fBodyAcc-meanFreq..-Y","fBodyAcc-meanFreq..-Z","fBodyAccJerk-mean..-X","fBodyAccJerk-mean..-Y","fBodyAccJerk-mean..-Z","fBodyAccJerk-std..-X","fBodyAccJerk-std..-Y","fBodyAccJerk-std..-Z","fBodyAccJerk-meanFreq..-X","fBodyAccJerk-meanFreq..-Y","fBodyAccJerk-meanFreq..-Z","fBodyGyro-mean..-X","fBodyGyro-mean..-Y","fBodyGyro-mean..-Z","fBodyGyro-std..-X","fBodyGyro-std..-Y","fBodyGyro-std..-Z","fBodyGyro-meanFreq..-X","fBodyGyro-meanFreq..-Y","fBodyGyro-meanFreq..-Z","fBodyAccMag-mean..","fBodyAccMag-std..","fBodyAccMag-meanFreq..","fBodyBodyAccJerkMag-mean..","fBodyBodyAccJerkMag-std..","fBodyBodyAccJerkMag-meanFreq..","fBodyBodyGyroMag-mean..","fBodyBodyGyroMag-std..","fBodyBodyGyroMag-meanFreq..","fBodyBodyGyroJerkMag-mean..","fBodyBodyGyroJerkMag-std..","fBodyBodyGyroJerkMag-meanFreq..","Subject","ActivityCode","ActivityName"
0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,0.277330758736842,1,"1","WALKING"
-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,-0.0185949199145763,2,"1","WALKING"
-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,-0.112674859827586,3,"1","WALKING"
-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,-0.440829971333333,4,"1","WALKING"
0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,0.0767484028053571,5,"1","WALKING"
-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,-0.504324207192982,6,"1","WALKING"
0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,0.932566472280702,7,"1","WALKING"
-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,-0.217102194583333,8,"1","WALKING"
-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,-0.115856121080385,9,"1","WALKING"
-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,-0.974435158113208,10,"1","WALKING"
